Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.2 (lin64) Build 3671981 Fri Oct 14 04:59:54 MDT 2022
| Date         : Tue Aug 29 13:32:29 2023
| Host         : GF76 running 64-bit Ubuntu 22.04.3 LTS
| Command      : report_utilization -hierarchical -file /home/albertojor/GitHub/Chisel/Tesis/freedom/builds/e300artydevkit/obj/report/utilization.txt
| Design       : E300ArtyDevKitFPGAChip
| Device       : xc7a100tcsg324-1
| Speed File   : -1
| Design State : Physopt postRoute
------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-----------------------------------------------------+---------------------------------------------+------------+------------+---------+------+------+--------+--------+------------+
|                       Instance                      |                    Module                   | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs | RAMB36 | RAMB18 | DSP Blocks |
|               sync_1                                |                  AsyncResetRegVec_w1_i0_530 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_533 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|               sync_2                                |                  AsyncResetRegVec_w1_i0_531 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_532 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|           AsyncQueueSource                          |                          AsyncQueueSource_4 |          3 |          3 |       0 |    0 |   53 |      0 |      0 |          0 |
|             (AsyncQueueSource)                      |                          AsyncQueueSource_4 |          0 |          0 |       0 |    0 |   40 |      0 |      0 |          0 |
|             AsyncValidSync                          |                          AsyncValidSync_493 |          0 |          0 |       0 |    0 |    4 |      0 |      0 |          0 |
|               source_valid                          | AsyncResetSynchronizerShiftReg_w1_d4_i0_517 |          0 |          0 |       0 |    0 |    4 |      0 |      0 |          0 |
|                 sync_0                              |                  AsyncResetRegVec_w1_i0_518 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_525 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 sync_1                              |                  AsyncResetRegVec_w1_i0_519 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_524 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 sync_2                              |                  AsyncResetRegVec_w1_i0_520 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_523 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 sync_3                              |                  AsyncResetRegVec_w1_i0_521 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_522 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|             AsyncValidSync_1                        |                        AsyncValidSync_1_494 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|               sink_extend                           | AsyncResetSynchronizerShiftReg_w1_d1_i0_514 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 sync_0                              |                  AsyncResetRegVec_w1_i0_515 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_516 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|             AsyncValidSync_2                        |                        AsyncValidSync_2_495 |          3 |          3 |       0 |    0 |    3 |      0 |      0 |          0 |
|               sink_valid                            | AsyncResetSynchronizerShiftReg_w1_d3_i0_507 |          3 |          3 |       0 |    0 |    3 |      0 |      0 |          0 |
|                 sync_0                              |                  AsyncResetRegVec_w1_i0_508 |          3 |          3 |       0 |    0 |    1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_513 |          3 |          3 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 sync_1                              |                  AsyncResetRegVec_w1_i0_509 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_512 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 sync_2                              |                  AsyncResetRegVec_w1_i0_510 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_511 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|             ready_reg                               |                  AsyncResetRegVec_w1_i0_496 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_506 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|             ridx_gray                               | AsyncResetSynchronizerShiftReg_w1_d3_i0_497 |          0 |          0 |       0 |    0 |    3 |      0 |      0 |          0 |
|               sync_0                                |                  AsyncResetRegVec_w1_i0_500 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_505 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|               sync_1                                |                  AsyncResetRegVec_w1_i0_501 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_504 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|               sync_2                                |                  AsyncResetRegVec_w1_i0_502 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_503 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|             widx_bin                                |                  AsyncResetRegVec_w1_i0_498 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_499 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|         dwakeup_deglitch                            |                       DeglitchShiftRegister |          2 |          1 |       0 |    1 |    2 |      0 |      0 |          0 |
|       asyncXing                                     |                                     IntXing |          1 |          0 |       0 |    1 |    1 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w1_d3                  |              SynchronizerShiftReg_w1_d3_490 |          1 |          0 |       0 |    1 |    1 |      0 |      0 |          0 |
|       asyncXing_1                                   |                                   IntXing_3 |          1 |          0 |       0 |    1 |    1 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w1_d3                  |              SynchronizerShiftReg_w1_d3_489 |          1 |          0 |       0 |    1 |    1 |      0 |      0 |          0 |
|       asyncXing_2                                   |                                   IntXing_4 |          1 |          0 |       0 |    1 |    1 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w1_d3                  |              SynchronizerShiftReg_w1_d3_488 |          1 |          0 |       0 |    1 |    1 |      0 |      0 |          0 |
|       asyncXing_3                                   |                                   IntXing_5 |          1 |          0 |       0 |    1 |    1 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w1_d3                  |              SynchronizerShiftReg_w1_d3_487 |          1 |          0 |       0 |    1 |    1 |      0 |      0 |          0 |
|       asyncXing_4                                   |                                   IntXing_6 |          1 |          0 |       0 |    1 |    1 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w1_d3                  |              SynchronizerShiftReg_w1_d3_486 |          1 |          0 |       0 |    1 |    1 |      0 |      0 |          0 |
|       asyncXing_5                                   |                                 IntXing_5_7 |         16 |          0 |       0 |   16 |   32 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w32_d3                 |             SynchronizerShiftReg_w32_d3_485 |         16 |          0 |       0 |   16 |   32 |      0 |      0 |          0 |
|       asyncXing_6                                   |                                 IntXing_6_8 |          4 |          0 |       0 |    4 |    4 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w4_d3                  |              SynchronizerShiftReg_w4_d3_484 |          4 |          0 |       0 |    4 |    4 |      0 |      0 |          0 |
|       asyncXing_7                                   |                                 IntXing_6_9 |          4 |          0 |       0 |    4 |    4 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w4_d3                  |              SynchronizerShiftReg_w4_d3_483 |          4 |          0 |       0 |    4 |    4 |      0 |      0 |          0 |
|       asyncXing_8                                   |                                IntXing_6_10 |          4 |          0 |       0 |    4 |    4 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w4_d3                  |                  SynchronizerShiftReg_w4_d3 |          4 |          0 |       0 |    4 |    4 |      0 |      0 |          0 |
|       asyncXing_9                                   |                                  IntXing_11 |          1 |          0 |       0 |    1 |    1 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w1_d3                  |              SynchronizerShiftReg_w1_d3_482 |          1 |          0 |       0 |    1 |    1 |      0 |      0 |          0 |
|       clint                                         |                                       CLINT |         63 |         63 |       0 |    0 |  129 |      0 |      0 |          0 |
|       debug_1                                       |                               TLDebugModule |        763 |        763 |       0 |    0 |  871 |      0 |      0 |          0 |
|         dmInner                                     |                     TLDebugModuleInnerAsync |        691 |        691 |       0 |    0 |  742 |      0 |      0 |          0 |
|           (dmInner)                                 |                     TLDebugModuleInnerAsync |          4 |          4 |       0 |    0 |    0 |      0 |      0 |          0 |
|           AsyncQueueSink                            |                            AsyncQueueSink_3 |          4 |          4 |       0 |    0 |   17 |      0 |      0 |          0 |
|             deq_bits_reg                            |                 SynchronizerShiftReg_w12_d1 |          2 |          2 |       0 |    0 |   12 |      0 |      0 |          0 |
|             ridx_bin                                |                  AsyncResetRegVec_w1_i0_471 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_481 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|             valid_reg                               |                  AsyncResetRegVec_w1_i0_472 |          2 |          2 |       0 |    0 |    1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_480 |          2 |          2 |       0 |    0 |    1 |      0 |      0 |          0 |
|             widx_gray                               | AsyncResetSynchronizerShiftReg_w1_d3_i0_473 |          0 |          0 |       0 |    0 |    3 |      0 |      0 |          0 |
|               sync_0                                |                  AsyncResetRegVec_w1_i0_474 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_479 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|               sync_1                                |                  AsyncResetRegVec_w1_i0_475 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_478 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|               sync_2                                |                  AsyncResetRegVec_w1_i0_476 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_477 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|           dmInner                                   |                          TLDebugModuleInner |        577 |        577 |       0 |    0 |  629 |      0 |      0 |          0 |
|           dmactiveSync                              |                    ResetCatchAndSync_d3_419 |          1 |          1 |       0 |    0 |    3 |      0 |      0 |          0 |
|             AsyncResetSynchronizerShiftReg_w1_d3_i0 | AsyncResetSynchronizerShiftReg_w1_d3_i0_464 |          1 |          1 |       0 |    0 |    3 |      0 |      0 |          0 |
|               sync_0                                |                  AsyncResetRegVec_w1_i0_465 |          1 |          1 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_470 |          1 |          1 |       0 |    0 |    1 |      0 |      0 |          0 |
|               sync_1                                |                  AsyncResetRegVec_w1_i0_466 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_469 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|               sync_2                                |                  AsyncResetRegVec_w1_i0_467 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_468 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|           dmiXing                                   |                         TLAsyncCrossingSink |        106 |        106 |       0 |    0 |   93 |      0 |      0 |          0 |
|             AsyncQueueSink                          |                            AsyncQueueSink_2 |        102 |        102 |       0 |    0 |   48 |      0 |      0 |          0 |
|               deq_bits_reg                          |                 SynchronizerShiftReg_w55_d1 |        101 |        101 |       0 |    0 |   43 |      0 |      0 |          0 |
|               ridx_bin                              |                  AsyncResetRegVec_w1_i0_453 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_463 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|               valid_reg                             |                  AsyncResetRegVec_w1_i0_454 |          1 |          1 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_462 |          1 |          1 |       0 |    0 |    1 |      0 |      0 |          0 |
|               widx_gray                             | AsyncResetSynchronizerShiftReg_w1_d3_i0_455 |          0 |          0 |       0 |    0 |    3 |      0 |      0 |          0 |
|                 sync_0                              |                  AsyncResetRegVec_w1_i0_456 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_461 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 sync_1                              |                  AsyncResetRegVec_w1_i0_457 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_460 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                 sync_2                              |                  AsyncResetRegVec_w1_i0_458 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_459 |          0 |          0 |       0 |    0 |    1 |      0 |      0 |          0 |
|             AsyncQueueSource                        |                          AsyncQueueSource_3 |          4 |          4 |       0 |    0 |   45 |      0 |      0 |          0 |
|               (AsyncQueueSource)                    |                          AsyncQueueSource_3 |          1 |          1 |       0 |    0 |   32 |      0 |      0 |          0 |
