Copyright 1986-2022 Xilinx, Inc. All Rights Reserved.
------------------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2022.2 (lin64) Build 3671981 Fri Oct 14 04:59:54 MDT 2022
| Date         : Tue Aug 29 13:08:33 2023
| Host         : GF76 running 64-bit Ubuntu 22.04.3 LTS
| Command      : report_utilization -hierarchical -file /home/albertojor/GitHub/Chisel/Tesis/freedom/builds/e300artydevkit/obj/report/utilization.txt
| Design       : E300ArtyDevKitFPGAChip
| Device       : xc7a100tcsg324-1
| Speed File   : -1
| Design State : Physopt postRoute
------------------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-----------------------------------------------------+---------------------------------------------+------------+------------+---------+------+-------+--------+--------+------------+
|                       Instance                      |                    Module                   | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP Blocks |
|         sync_15                                     |                  AsyncResetRegVec_w1_i0_572 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           reg_0                                     |                           AsyncResetReg_597 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         sync_16                                     |                  AsyncResetRegVec_w1_i0_573 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           reg_0                                     |                           AsyncResetReg_596 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         sync_17                                     |                  AsyncResetRegVec_w1_i0_574 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           reg_0                                     |                           AsyncResetReg_595 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         sync_18                                     |                  AsyncResetRegVec_w1_i0_575 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           reg_0                                     |                           AsyncResetReg_594 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         sync_19                                     |                  AsyncResetRegVec_w1_i0_576 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           reg_0                                     |                           AsyncResetReg_593 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         sync_2                                      |                  AsyncResetRegVec_w1_i0_577 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           reg_0                                     |                           AsyncResetReg_592 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         sync_3                                      |                  AsyncResetRegVec_w1_i0_578 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           reg_0                                     |                           AsyncResetReg_591 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         sync_4                                      |                  AsyncResetRegVec_w1_i0_579 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           reg_0                                     |                           AsyncResetReg_590 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         sync_5                                      |                  AsyncResetRegVec_w1_i0_580 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           reg_0                                     |                           AsyncResetReg_589 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         sync_6                                      |                  AsyncResetRegVec_w1_i0_581 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           reg_0                                     |                           AsyncResetReg_588 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         sync_7                                      |                  AsyncResetRegVec_w1_i0_582 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           reg_0                                     |                           AsyncResetReg_587 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         sync_8                                      |                  AsyncResetRegVec_w1_i0_583 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           reg_0                                     |                           AsyncResetReg_586 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         sync_9                                      |                  AsyncResetRegVec_w1_i0_584 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           reg_0                                     |                           AsyncResetReg_585 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|     spi_dq_0_sync                                   |                  SynchronizerShiftReg_w1_d3 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|     spi_dq_1_sync                                   |                SynchronizerShiftReg_w1_d3_0 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|     spi_dq_2_sync                                   |                SynchronizerShiftReg_w1_d3_1 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|     spi_dq_3_sync                                   |                SynchronizerShiftReg_w1_d3_2 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|     sys                                             |                        E300ArtyDevKitSystem |      18792 |      18065 |     672 |   55 | 12681 |     12 |      2 |          2 |
|       (sys)                                         |                        E300ArtyDevKitSystem |          0 |          0 |       0 |    0 |     2 |      0 |      0 |          0 |
|       aon_1                                         |                              MockAONWrapper |        722 |        721 |       0 |    1 |  1012 |      0 |      0 |          0 |
|         ResetCatchAndSync_d3                        |                    ResetCatchAndSync_d3_491 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|           AsyncResetSynchronizerShiftReg_w1_d3_i0   | AsyncResetSynchronizerShiftReg_w1_d3_i0_558 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|             sync_0                                  |                  AsyncResetRegVec_w1_i0_559 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_564 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|             sync_1                                  |                  AsyncResetRegVec_w1_i0_560 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_563 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|             sync_2                                  |                  AsyncResetRegVec_w1_i0_561 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_562 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         aon                                         |                                   TLMockAON |        713 |        713 |       0 |    0 |   890 |      0 |      0 |          0 |
|           (aon)                                     |                                   TLMockAON |          1 |          1 |       0 |    0 |   512 |      0 |      0 |          0 |
|           Queue                                     |                                    Queue_16 |        455 |        455 |       0 |    0 |    55 |      0 |      0 |          0 |
|           pmu                                       |                                         PMU |         77 |         77 |       0 |    0 |   177 |      0 |      0 |          0 |
|             (pmu)                                   |                                         PMU |          0 |          0 |       0 |    0 |     2 |      0 |      0 |          0 |
|             AsyncResetRegVec_w5_i0                  |                      AsyncResetRegVec_w5_i0 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_3                                 |                           AsyncResetReg_557 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|             SRLatch_1                               |                                     SRLatch |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|             SRLatch_2                               |                                 SRLatch_556 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|             core                                    |                                     PMUCore |         76 |         76 |       0 |    0 |   172 |      0 |      0 |          0 |
|           rtc                                       |                                         RTC |        122 |        122 |       0 |    0 |    86 |      0 |      0 |          0 |
|             (rtc)                                   |                                         RTC |        114 |        114 |       0 |    0 |    85 |      0 |      0 |          0 |
|             AsyncResetRegVec_w1_i0                  |                  AsyncResetRegVec_w1_i0_554 |          8 |          8 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_555 |          8 |          8 |       0 |    0 |     1 |      0 |      0 |          0 |
|           wdog                                      |                               WatchdogTimer |         58 |         58 |       0 |    0 |    60 |      0 |      0 |          0 |
|             (wdog)                                  |                               WatchdogTimer |          5 |          5 |       0 |    0 |    55 |      0 |      0 |          0 |
|             AsyncResetRegVec_w1_i0                  |                  AsyncResetRegVec_w1_i0_544 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_553 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|             AsyncResetRegVec_w1_i0_1                |                  AsyncResetRegVec_w1_i0_545 |          5 |          5 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_552 |          5 |          5 |       0 |    0 |     1 |      0 |      0 |          0 |
|             AsyncResetRegVec_w1_i0_2                |                  AsyncResetRegVec_w1_i0_546 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_551 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|             AsyncResetRegVec_w1_i0_3                |                  AsyncResetRegVec_w1_i0_547 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_550 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|             AsyncResetRegVec_w1_i0_4                |                  AsyncResetRegVec_w1_i0_548 |         45 |         45 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_549 |         45 |         45 |       0 |    0 |     1 |      0 |      0 |          0 |
|         aonrst_catch                                |                    ResetCatchAndSync_d3_492 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|           AsyncResetSynchronizerShiftReg_w1_d3_i0   | AsyncResetSynchronizerShiftReg_w1_d3_i0_537 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|             sync_0                                  |                  AsyncResetRegVec_w1_i0_538 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_543 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|             sync_1                                  |                  AsyncResetRegVec_w1_i0_539 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_542 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|             sync_2                                  |                  AsyncResetRegVec_w1_i0_540 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_541 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         crossing                                    |                       TLAsyncCrossingSink_1 |          5 |          5 |       0 |    0 |   114 |      0 |      0 |          0 |
|           AsyncQueueSink                            |                            AsyncQueueSink_4 |          2 |          2 |       0 |    0 |    61 |      0 |      0 |          0 |
|             deq_bits_reg                            |                 SynchronizerShiftReg_w80_d1 |          0 |          0 |       0 |    0 |    56 |      0 |      0 |          0 |
|             ridx_bin                                |                  AsyncResetRegVec_w1_i0_526 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_536 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|             valid_reg                               |                  AsyncResetRegVec_w1_i0_527 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_535 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|             widx_gray                               | AsyncResetSynchronizerShiftReg_w1_d3_i0_528 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|               sync_0                                |                  AsyncResetRegVec_w1_i0_529 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_534 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|               sync_1                                |                  AsyncResetRegVec_w1_i0_530 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_533 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               sync_2                                |                  AsyncResetRegVec_w1_i0_531 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_532 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           AsyncQueueSource                          |                          AsyncQueueSource_4 |          3 |          3 |       0 |    0 |    53 |      0 |      0 |          0 |
|             (AsyncQueueSource)                      |                          AsyncQueueSource_4 |          0 |          0 |       0 |    0 |    40 |      0 |      0 |          0 |
|             AsyncValidSync                          |                          AsyncValidSync_493 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |          0 |
|               source_valid                          | AsyncResetSynchronizerShiftReg_w1_d4_i0_517 |          0 |          0 |       0 |    0 |     4 |      0 |      0 |          0 |
|                 sync_0                              |                  AsyncResetRegVec_w1_i0_518 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_525 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 sync_1                              |                  AsyncResetRegVec_w1_i0_519 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_524 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 sync_2                              |                  AsyncResetRegVec_w1_i0_520 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_523 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 sync_3                              |                  AsyncResetRegVec_w1_i0_521 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_522 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|             AsyncValidSync_1                        |                        AsyncValidSync_1_494 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               sink_extend                           | AsyncResetSynchronizerShiftReg_w1_d1_i0_514 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 sync_0                              |                  AsyncResetRegVec_w1_i0_515 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_516 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|             AsyncValidSync_2                        |                        AsyncValidSync_2_495 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|               sink_valid                            | AsyncResetSynchronizerShiftReg_w1_d3_i0_507 |          3 |          3 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 sync_0                              |                  AsyncResetRegVec_w1_i0_508 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_513 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 sync_1                              |                  AsyncResetRegVec_w1_i0_509 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_512 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 sync_2                              |                  AsyncResetRegVec_w1_i0_510 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_511 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|             ready_reg                               |                  AsyncResetRegVec_w1_i0_496 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_506 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|             ridx_gray                               | AsyncResetSynchronizerShiftReg_w1_d3_i0_497 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|               sync_0                                |                  AsyncResetRegVec_w1_i0_500 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_505 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               sync_1                                |                  AsyncResetRegVec_w1_i0_501 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_504 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               sync_2                                |                  AsyncResetRegVec_w1_i0_502 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_503 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|             widx_bin                                |                  AsyncResetRegVec_w1_i0_498 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_499 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|         dwakeup_deglitch                            |                       DeglitchShiftRegister |          2 |          1 |       0 |    1 |     2 |      0 |      0 |          0 |
|       asyncXing                                     |                                     IntXing |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w1_d3                  |              SynchronizerShiftReg_w1_d3_490 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|       asyncXing_1                                   |                                   IntXing_3 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w1_d3                  |              SynchronizerShiftReg_w1_d3_489 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|       asyncXing_2                                   |                                   IntXing_4 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w1_d3                  |              SynchronizerShiftReg_w1_d3_488 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|       asyncXing_3                                   |                                   IntXing_5 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w1_d3                  |              SynchronizerShiftReg_w1_d3_487 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|       asyncXing_4                                   |                                   IntXing_6 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w1_d3                  |              SynchronizerShiftReg_w1_d3_486 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|       asyncXing_5                                   |                                 IntXing_5_7 |         16 |          0 |       0 |   16 |    32 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w32_d3                 |             SynchronizerShiftReg_w32_d3_485 |         16 |          0 |       0 |   16 |    32 |      0 |      0 |          0 |
|       asyncXing_6                                   |                                 IntXing_6_8 |          4 |          0 |       0 |    4 |     4 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w4_d3                  |              SynchronizerShiftReg_w4_d3_484 |          4 |          0 |       0 |    4 |     4 |      0 |      0 |          0 |
|       asyncXing_7                                   |                                 IntXing_6_9 |          4 |          0 |       0 |    4 |     4 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w4_d3                  |              SynchronizerShiftReg_w4_d3_483 |          4 |          0 |       0 |    4 |     4 |      0 |      0 |          0 |
|       asyncXing_8                                   |                                IntXing_6_10 |          4 |          0 |       0 |    4 |     4 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w4_d3                  |                  SynchronizerShiftReg_w4_d3 |          4 |          0 |       0 |    4 |     4 |      0 |      0 |          0 |
|       asyncXing_9                                   |                                  IntXing_11 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|         SynchronizerShiftReg_w1_d3                  |              SynchronizerShiftReg_w1_d3_482 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |          0 |
|       clint                                         |                                       CLINT |         63 |         63 |       0 |    0 |   129 |      0 |      0 |          0 |
|       debug_1                                       |                               TLDebugModule |        918 |        918 |       0 |    0 |   875 |      0 |      0 |          0 |
|         dmInner                                     |                     TLDebugModuleInnerAsync |        848 |        848 |       0 |    0 |   746 |      0 |      0 |          0 |
|           (dmInner)                                 |                     TLDebugModuleInnerAsync |          2 |          2 |       0 |    0 |     0 |      0 |      0 |          0 |
|           AsyncQueueSink                            |                            AsyncQueueSink_3 |          3 |          3 |       0 |    0 |    17 |      0 |      0 |          0 |
|             deq_bits_reg                            |                 SynchronizerShiftReg_w12_d1 |          0 |          0 |       0 |    0 |    12 |      0 |      0 |          0 |
|             ridx_bin                                |                  AsyncResetRegVec_w1_i0_471 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_481 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|             valid_reg                               |                  AsyncResetRegVec_w1_i0_472 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|               reg_0                                 |                           AsyncResetReg_480 |          3 |          3 |       0 |    0 |     1 |      0 |      0 |          0 |
|             widx_gray                               | AsyncResetSynchronizerShiftReg_w1_d3_i0_473 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|               sync_0                                |                  AsyncResetRegVec_w1_i0_474 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_479 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               sync_1                                |                  AsyncResetRegVec_w1_i0_475 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_478 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               sync_2                                |                  AsyncResetRegVec_w1_i0_476 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_477 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           dmInner                                   |                          TLDebugModuleInner |        663 |        663 |       0 |    0 |   629 |      0 |      0 |          0 |
|           dmactiveSync                              |                    ResetCatchAndSync_d3_419 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|             AsyncResetSynchronizerShiftReg_w1_d3_i0 | AsyncResetSynchronizerShiftReg_w1_d3_i0_464 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |          0 |
|               sync_0                                |                  AsyncResetRegVec_w1_i0_465 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_470 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |          0 |
|               sync_1                                |                  AsyncResetRegVec_w1_i0_466 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_469 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               sync_2                                |                  AsyncResetRegVec_w1_i0_467 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_468 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|           dmiXing                                   |                         TLAsyncCrossingSink |        181 |        181 |       0 |    0 |    97 |      0 |      0 |          0 |
|             AsyncQueueSink                          |                            AsyncQueueSink_2 |        177 |        177 |       0 |    0 |    52 |      0 |      0 |          0 |
|               deq_bits_reg                          |                 SynchronizerShiftReg_w55_d1 |        175 |        175 |       0 |    0 |    47 |      0 |      0 |          0 |
|               ridx_bin                              |                  AsyncResetRegVec_w1_i0_453 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_463 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|               valid_reg                             |                  AsyncResetRegVec_w1_i0_454 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 reg_0                               |                           AsyncResetReg_462 |          2 |          2 |       0 |    0 |     1 |      0 |      0 |          0 |
|               widx_gray                             | AsyncResetSynchronizerShiftReg_w1_d3_i0_455 |          0 |          0 |       0 |    0 |     3 |      0 |      0 |          0 |
|                 sync_0                              |                  AsyncResetRegVec_w1_i0_456 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_461 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 sync_1                              |                  AsyncResetRegVec_w1_i0_457 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_460 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                 sync_2                              |                  AsyncResetRegVec_w1_i0_458 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|                   reg_0                             |                           AsyncResetReg_459 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |          0 |
|             AsyncQueueSource                        |                          AsyncQueueSource_3 |          5 |          5 |       0 |    0 |    45 |      0 |      0 |          0 |
|               (AsyncQueueSource)                    |                          AsyncQueueSource_3 |          3 |          3 |       0 |    0 |    32 |      0 |      0 |          0 |
